interactorBAltId,score,biologicalRole,interactionEvidenceEntries,gene
SHLD1,0.56,"A: unspecified role, B: unspecified role",3,HTT
NOD1,0.56,"A: unspecified role, B: unspecified role",9,HTT
SYMPK,0.56,"A: unspecified role, B: unspecified role",3,HTT
UBE2I,0.56,"A: unspecified role, B: unspecified role",3,HTT
SCAPER,0.56,"A: unspecified role, B: unspecified role",6,HTT
H4C8,0.56,"A: unspecified role, B: unspecified role",3,HTT
GSK3A,0.56,"A: unspecified role, B: unspecified role",6,HTT
DNM2,0.56,"A: unspecified role, B: unspecified role",6,HTT
PATZ1,0.56,"A: unspecified role, B: unspecified role",3,HTT
ATL1,0.56,"A: unspecified role, B: unspecified role",18,HTT
COG8,0.56,"A: unspecified role, B: unspecified role",12,HTT
FAM111B,0.56,"A: unspecified role, B: unspecified role",12,HTT
NAP1L2,0.56,"A: unspecified role, B: unspecified role",3,HTT
CRYAA,0.56,"A: unspecified role, B: unspecified role",3,HTT
IGFBP4,0.56,"A: unspecified role, B: unspecified role",6,HTT
KIAA1217,0.56,"A: unspecified role, B: unspecified role",3,HTT
FAM76B,0.56,"A: unspecified role, B: unspecified role",6,HTT
LPIN1,0.56,"A: unspecified role, B: unspecified role",12,HTT
PSMD3,0.56,"A: unspecified role, B: unspecified role",3,HTT
ZNF57,0.56,"A: unspecified role, B: unspecified role",15,HTT
CUL3,0.56,"A: unspecified role, B: unspecified role",3,HTT
ZNF829,0.56,"A: unspecified role, B: unspecified role",6,HTT
SUMO1,0.56,"A: unspecified role, B: unspecified role",3,HTT
DNAJB4,0.56,"A: unspecified role, B: unspecified role",3,HTT
FBH1,0.56,"A: unspecified role, B: unspecified role",6,HTT
KIAA0040,0.56,"A: unspecified role, B: unspecified role",3,HTT
RBFOX2,0.56,"A: unspecified role, B: unspecified role",3,HTT
SAMD3,0.56,"A: unspecified role, B: unspecified role",3,HTT
XAB2,0.56,"A: unspecified role, B: unspecified role",3,HTT
GPR141,0.56,"A: unspecified role, B: unspecified role",3,HTT
MICAL2,0.56,"A: unspecified role, B: unspecified role",3,HTT
DDX20,0.56,"A: unspecified role, B: unspecified role",6,HTT
REXO4,0.56,"A: unspecified role, B: unspecified role",3,HTT
CENPS,0.56,"A: unspecified role, B: unspecified role",3,HTT
NME5,0.56,"A: unspecified role, B: unspecified role",6,HTT
OPCML,0.56,"A: unspecified role, B: unspecified role",3,HTT
RPL22,0.56,"A: unspecified role, B: unspecified role",3,HTT
SRRT,0.56,"A: unspecified role, B: unspecified role",3,HTT
UBC,0.56,"A: unspecified role, B: unspecified role",3,HTT
IPO5,0.56,"A: unspecified role, B: unspecified role",3,HTT
LARP4B,0.56,"A: unspecified role, B: unspecified role",3,HTT
ZBP1,0.56,"A: unspecified role, B: unspecified role",6,HTT
SYMPK,0.56,"A: unspecified role, B: unspecified role",9,HTT
PDPK1,0.56,"A: unspecified role, B: unspecified role",6,HTT
LRRFIP1,0.56,"A: unspecified role, B: unspecified role",3,HTT
C1D,0.56,"A: unspecified role, B: unspecified role",6,HTT
SCFD1,0.56,"A: unspecified role, B: unspecified role",3,HTT
H4C11,0.56,"A: unspecified role, B: unspecified role",3,HTT
SAP30,0.56,"A: unspecified role, B: unspecified role",3,HTT
PELO,0.56,"A: unspecified role, B: unspecified role",12,HTT
C7orf50,0.56,"A: unspecified role, B: unspecified role",6,HTT
UBE2D4,0.56,"A: unspecified role, B: unspecified role",3,HTT
TAGLN2,0.56,"A: unspecified role, B: unspecified role",3,HTT
EMILIN1,0.56,"A: unspecified role, B: unspecified role",3,HTT
GPX7,0.56,"A: unspecified role, B: unspecified role",3,HTT
SCLT1,0.56,"A: unspecified role, B: unspecified role",3,HTT
PSMC3,0.56,"A: unspecified role, B: unspecified role",6,HTT
SIK3,0.56,"A: unspecified role, B: unspecified role",3,HTT
GRIK2,0.56,"A: unspecified role, B: unspecified role",9,HTT
CENPV,0.56,"A: unspecified role, B: unspecified role",15,HTT
LGALS14,0.56,"A: unspecified role, B: unspecified role",3,HTT
EIF1AY,0.56,"A: unspecified role, B: unspecified role",6,HTT
DLD,0.56,"A: unspecified role, B: unspecified role",3,HTT
CASP6,0.56,"A: unspecified role, B: unspecified role",15,HTT
DBNL,0.56,"A: unspecified role, B: unspecified role",3,HTT
CDC7,0.56,"A: unspecified role, B: unspecified role",3,HTT
EPB41L1,0.56,"A: unspecified role, B: unspecified role",6,HTT
CEP55,0.56,"A: unspecified role, B: unspecified role",9,HTT
SMN2,0.56,"A: unspecified role, B: unspecified role",9,HTT
MT2A,0.56,"A: unspecified role, B: unspecified role",6,HTT
PPARA,0.56,"A: unspecified role, B: unspecified role",3,HTT
H4C1,0.56,"A: unspecified role, B: unspecified role",3,HTT
FAM9A,0.56,"A: unspecified role, B: unspecified role",18,HTT
GALNT4,0.56,"A: unspecified role, B: unspecified role",12,HTT
EEF2,0.56,"A: unspecified role, B: unspecified role",3,HTT
GPIHBP1,0.56,"A: unspecified role, B: unspecified role",3,HTT
NPFF,0.56,"A: unspecified role, B: unspecified role",18,HTT
ASPH,0.56,"A: unspecified role, B: unspecified role",6,HTT
SOX14,0.56,"A: unspecified role, B: unspecified role",12,HTT
CCNB1IP1,0.56,"A: unspecified role, B: unspecified role",6,HTT
TNFAIP1,0.56,"A: unspecified role, B: unspecified role",3,HTT
TMTC1,0.56,"A: unspecified role, B: unspecified role",6,HTT
CDC42EP4,0.56,"A: unspecified role, B: unspecified role",3,HTT
SPIB,0.56,"A: unspecified role, B: unspecified role",18,HTT
TUBB6,0.56,"A: unspecified role, B: unspecified role",3,HTT
BATF,0.56,"A: unspecified role, B: unspecified role",12,HTT
ANKHD1,0.56,"A: unspecified role, B: unspecified role",3,HTT
AOC3,0.56,"A: unspecified role, B: unspecified role",3,HTT
USH1G,0.56,"A: unspecified role, B: unspecified role",3,HTT
FARSB,0.56,"A: unspecified role, B: unspecified role",3,HTT
H2BC9,0.56,"A: unspecified role, B: unspecified role",18,HTT
TMEM205,0.56,"A: unspecified role, B: unspecified role",3,HTT
C15orf48,0.56,"A: unspecified role, B: unspecified role",3,HTT
ANKRD45,0.56,"A: unspecified role, B: unspecified role",3,HTT
FOXD4L6,0.56,"A: unspecified role, B: unspecified role",6,HTT
H4C12,0.56,"A: unspecified role, B: unspecified role",3,HTT
ATP5PO,0.56,"A: unspecified role, B: unspecified role",6,HTT
RASSF2,0.56,"A: unspecified role, B: unspecified role",3,HTT
TFF2,0.56,"A: unspecified role, B: unspecified role",18,HTT
AP3M1,0.56,"A: unspecified role, B: unspecified role",3,HTT
SH3GL1,0.56,"A: unspecified role, B: unspecified role",3,HTT
BRCA1,0.56,"A: unspecified role, B: unspecified role",3,HTT
PUF60,0.56,"A: unspecified role, B: unspecified role",6,HTT
CXorf38,0.56,"A: unspecified role, B: unspecified role",15,HTT
TUBA1A,0.56,"A: unspecified role, B: unspecified role",3,HTT
QARS1,0.56,"A: unspecified role, B: unspecified role",6,HTT
HES4,0.56,"A: unspecified role, B: unspecified role",12,HTT
MED22,0.56,"A: unspecified role, B: unspecified role",12,HTT
UBA1,0.56,"A: unspecified role, B: unspecified role",3,HTT
HOXA5,0.56,"A: unspecified role, B: unspecified role",9,HTT
CSRP3,0.56,"A: unspecified role, B: unspecified role",3,HTT
ATP6V0D1,0.56,"A: unspecified role, B: unspecified role",6,HTT
PRPF31,0.56,"A: unspecified role, B: unspecified role",3,HTT
INO80E,0.56,"A: unspecified role, B: unspecified role",3,HTT
TIGD1,0.56,"A: unspecified role, B: unspecified role",9,HTT
MAGEA3,0.56,"A: unspecified role, B: unspecified role",6,HTT
AP3B1,0.56,"A: unspecified role, B: unspecified role",6,HTT
GRAP,0.56,"A: unspecified role, B: unspecified role",12,HTT
TMEM30A,0.56,"A: unspecified role, B: unspecified role",3,HTT
TM6SF1,0.56,"A: unspecified role, B: unspecified role",3,HTT
CYP3A5,0.56,"A: unspecified role, B: unspecified role",3,HTT
UBE2H,0.56,"A: unspecified role, B: unspecified role",3,HTT
CHCHD3,0.56,"A: unspecified role, B: unspecified role",6,HTT
PDZK1IP1,0.56,"A: unspecified role, B: unspecified role",21,HTT
VAC14,0.56,"A: unspecified role, B: unspecified role",3,HTT
TCERG1,0.55,"A: unspecified role, B: unspecified role",9,HTT
TACC1,0.55,"A: unspecified role, B: unspecified role",4,HTT
OSTF1,0.55,"A: unspecified role, B: unspecified role",5,HTT
PIK3R1,0.55,"A: unspecified role, B: unspecified role",7,HTT
PRMT2,0.55,"A: unspecified role, B: unspecified role",3,HTT
TRAFD1,0.55,"A: unspecified role, B: unspecified role",5,HTT
SNCA,0.54,"A: unspecified role, B: unspecified role",4,HTT
DDB1,0.53,"A: unspecified role, B: unspecified role",2,HTT
HMGB1,0.52,"A: unspecified role, B: unspecified role",13,HTT
HMG20A,0.51,"A: unspecified role, B: unspecified role",2,HTT
SP1,0.51,"A: unspecified role, B: unspecified role",2,HTT
CEP126,0.51,"A: unspecified role, B: unspecified role",2,HTT
XAGE3,0.51,"A: unspecified role, B: unspecified role",3,HTT
HEY2,0.51,"A: unspecified role, B: unspecified role",2,HTT
TAF4,0.51,"A: unspecified role, B: unspecified role",2,HTT
CHD3,0.51,"A: unspecified role, B: unspecified role",3,HTT
MAGEB6,0.51,"A: unspecified role, B: unspecified role",2,HTT
MBD1,0.51,"A: unspecified role, B: unspecified role",2,HTT
ELP1,0.51,"A: unspecified role, B: unspecified role",4,HTT
ECH1,0.51,"A: unspecified role, B: unspecified role",2,HTT
MAP1LC3B,0.49,"A: unspecified role, B: unspecified role",4,HTT
NBR1,0.46,"A: unspecified role, B: unspecified role",3,HTT
SERF1B,0.44,"A: unspecified role, B: stimulator",1,HTT
SERF1A,0.44,"A: unspecified role, B: stimulator",1,HTT
ATG5,0.43,"A: unspecified role, B: unspecified role",4,HTT
GARIN1B,0.4,"A: unspecified role, B: unspecified role",1,HTT
PALM,0.4,"A: unspecified role, B: unspecified role",1,HTT
ASPH,0.4,"A: unspecified role, B: unspecified role",1,HTT
NXT2,0.4,"A: unspecified role, B: unspecified role",1,HTT
UPF3A,0.4,"A: unspecified role, B: unspecified role",1,HTT
MAGEE1,0.4,"A: unspecified role, B: unspecified role",1,HTT
HMGA1,0.4,"A: unspecified role, B: unspecified role",1,HTT
PSMB7,0.4,"A: unspecified role, B: unspecified role",1,HTT
RABGEF1,0.4,"A: unspecified role, B: unspecified role",1,HTT
MIPEP,0.4,"A: unspecified role, B: unspecified role",1,HTT
FEM1B,0.4,"A: unspecified role, B: unspecified role",1,HTT
SPART,0.4,"A: unspecified role, B: unspecified role",1,HTT
PTGES2,0.4,"A: unspecified role, B: unspecified role",1,HTT
TM4SF19,0.4,"A: unspecified role, B: unspecified role",1,HTT
CCDC126,0.4,"A: unspecified role, B: unspecified role",1,HTT
PAK2,0.4,"A: unspecified role, B: unspecified role",2,HTT
DOCK11,0.37,"A: unspecified role, B: unspecified role",1,HTT
ARHGAP24,0.37,"A: unspecified role, B: unspecified role",3,HTT
MRE11,0.37,"A: unspecified role, B: unspecified role",5,HTT
API5,0.37,"A: unspecified role, B: unspecified role",1,HTT
PIK3R2,0.37,"A: unspecified role, B: unspecified role",6,HTT
CLASP1,0.37,"A: unspecified role, B: unspecified role",2,HTT
PPA2,0.37,"A: unspecified role, B: unspecified role",1,HTT
BDKRB1,0.37,"A: unspecified role, B: unspecified role",1,HTT
DNM2,0.37,"A: unspecified role, B: unspecified role",2,HTT
ARHGAP25,0.37,"A: unspecified role, B: unspecified role",2,HTT
TOGARAM1,0.37,"A: unspecified role, B: unspecified role",2,HTT
MED15,0.37,"A: unspecified role, B: unspecified role",3,HTT
MBD4,0.37,"A: unspecified role, B: unspecified role",1,HTT
EHMT1,0.37,"A: unspecified role, B: unspecified role",1,HTT
WAC,0.37,"A: unspecified role, B: unspecified role",5,HTT
NAPB,0.37,"A: unspecified role, B: unspecified role",2,HTT
MTSS1,0.37,"A: unspecified role, B: unspecified role",3,HTT
SUPT5H,0.37,"A: unspecified role, B: unspecified role",1,HTT
HEYL,0.37,"A: unspecified role, B: unspecified role",1,HTT
PEX11B,0.37,"A: unspecified role, B: unspecified role",1,HTT
SRGAP1,0.37,"A: unspecified role, B: unspecified role",4,HTT
P4HA1,0.37,"A: unspecified role, B: unspecified role",5,HTT
ZNF91,0.37,"A: unspecified role, B: unspecified role",1,HTT
DUSP10,0.37,"A: unspecified role, B: unspecified role",1,HTT
SORBS1,0.37,"A: unspecified role, B: unspecified role",4,HTT
ING5,0.37,"A: unspecified role, B: unspecified role",1,HTT
ADD3,0.37,"A: unspecified role, B: unspecified role",1,HTT
NUB1,0.37,"A: unspecified role, B: unspecified role",1,HTT
DNM1,0.37,"A: unspecified role, B: unspecified role",3,HTT
USP9X,0.37,"A: unspecified role, B: unspecified role",8,HTT
ZMYND8,0.37,"A: unspecified role, B: unspecified role",1,HTT
CCDC88A,0.37,"A: unspecified role, B: unspecified role",1,HTT
UBE2E3,0.37,"A: unspecified role, B: unspecified role",1,HTT
GGA2,0.37,"A: unspecified role, B: unspecified role",1,HTT
DNAJC11,0.37,"A: unspecified role, B: unspecified role",3,HTT
SRGAP3,0.37,"A: unspecified role, B: unspecified role",4,HTT
LDOC1,0.37,"A: unspecified role, B: unspecified role",5,HTT
IFT20,0.37,"A: unspecified role, B: unspecified role",1,HTT
ZNF133,0.37,"A: unspecified role, B: unspecified role",1,HTT
SETD2,0.37,"A: unspecified role, B: unspecified role",4,HTT
SRGAP2,0.37,"A: unspecified role, B: unspecified role",3,HTT
TTC23,0.37,"A: unspecified role, B: unspecified role",1,HTT
PIBF1,0.37,"A: unspecified role, B: unspecified role",3,HTT
MTUS1,0.37,"A: unspecified role, B: unspecified role",1,HTT
NCOR1,0.37,"A: unspecified role, B: unspecified role",3,HTT
BAIAP2,0.37,"A: unspecified role, B: unspecified role",2,HTT
ZNF451,0.37,"A: unspecified role, B: unspecified role",1,HTT
EVL,0.37,"A: unspecified role, B: unspecified role",1,HTT
DNAJC21,0.37,"A: unspecified role, B: unspecified role",6,HTT
FNBP4,0.37,"A: unspecified role, B: unspecified role",6,HTT
BZW2,0.37,"A: unspecified role, B: unspecified role",1,HTT
ODF2L,0.37,"A: unspecified role, B: unspecified role",2,HTT
DOCK9,0.37,"A: unspecified role, B: unspecified role",2,HTT
HSPD1,0.37,"A: unspecified role, B: unspecified role",1,HTT
TSHZ3,0.37,"A: unspecified role, B: unspecified role",1,HTT
ZNF675,0.37,"A: unspecified role, B: unspecified role",1,HTT
SREBF2,0.37,"A: unspecified role, B: unspecified role",2,HTT
SASH1,0.37,"A: unspecified role, B: unspecified role",2,HTT
MED21,0.37,"A: unspecified role, B: unspecified role",1,HTT
MEF2D,0.37,"A: unspecified role, B: unspecified role",1,HTT
BAZ1A,0.37,"A: unspecified role, B: unspecified role",4,HTT
TANK,0.37,"A: unspecified role, B: unspecified role",3,HTT
MACO1,0.37,"A: unspecified role, B: unspecified role",1,HTT
DPPA4,0.37,"A: unspecified role, B: unspecified role",1,HTT
CEP63,0.37,"A: unspecified role, B: unspecified role",1,HTT
NFKB1,0.37,"A: unspecified role, B: unspecified role",2,HTT
APBB2,0.37,"A: unspecified role, B: unspecified role",2,HTT
CUL2,0.37,"A: unspecified role, B: unspecified role",1,HTT
SRRT,0.37,"A: unspecified role, B: unspecified role",3,HTT
AP2A2,0.37,"A: unspecified role, B: unspecified role",1,HTT
ETV4,0.37,"A: unspecified role, B: unspecified role",1,HTT
WBP4,0.37,"A: unspecified role, B: unspecified role",3,HTT
EPB41L3,0.35,"A: unspecified role, B: unspecified role",1,HTT
TKT,0.35,"A: unspecified role, B: unspecified role",1,HTT
LRRK2,0.35,"A: unspecified role, B: unspecified role",2,HTT
HSD17B10,0.35,"A: unspecified role, B: unspecified role",1,HTT
CRYL1,0.35,"A: unspecified role, B: unspecified role",1,HTT
PARD6A,0.35,"A: unspecified role, B: unspecified role",1,HTT
ACLY,0.35,"A: unspecified role, B: unspecified role",1,HTT
ATG12,0.35,"A: unspecified role, B: unspecified role",1,HTT
CNOT2,0.35,"A: unspecified role, B: unspecified role",1,HTT
HAUS2,0.35,"A: unspecified role, B: unspecified role",1,HTT
RUVBL1,0.35,"A: unspecified role, B: unspecified role",1,HTT
AP2B1,0.35,"A: unspecified role, B: unspecified role",1,HTT
ACTA1,0.35,"A: unspecified role, B: unspecified role",1,HTT
HAUS4,0.35,"A: unspecified role, B: unspecified role",1,HTT
OPRM1,0.35,"A: unspecified role, B: unspecified role",1,HTT
ATXN2L,0.35,"A: unspecified role, B: unspecified role",1,HTT
IPO7,0.35,"A: unspecified role, B: unspecified role",1,HTT
YWHAG,0.35,"A: unspecified role, B: unspecified role",2,HTT
NPY2R,0.35,"A: unspecified role, B: unspecified role",1,HTT
FBN2,0.35,"A: unspecified role, B: unspecified role",1,HTT
MAPK3,0.35,"A: unspecified role, B: unspecified role",1,HTT
HSPA1A,0.35,"A: unspecified role, B: unspecified role",1,HTT
HAUS5,0.35,"A: unspecified role, B: unspecified role",1,HTT
THY1,0.35,"A: unspecified role, B: unspecified role",1,HTT
NDUFS3,0.35,"A: unspecified role, B: unspecified role",2,HTT
OPCML,0.35,"A: unspecified role, B: unspecified role",1,HTT
IL17RA,0.35,"A: unspecified role, B: unspecified role",1,HTT
UQCRC2,0.35,"A: unspecified role, B: unspecified role",1,HTT
PSMA5,0.35,"A: unspecified role, B: unspecified role",1,HTT
PSMD2,0.35,"A: unspecified role, B: unspecified role",1,HTT
VDAC1,0.35,"A: unspecified role, B: unspecified role",2,HTT
MT-CO3,0.35,"A: unspecified role, B: unspecified role",1,HTT
HLA-B,0.35,"A: unspecified role, B: unspecified role",1,HTT
SYT12,0.35,"A: unspecified role, B: unspecified role",1,HTT
POLR1C,0.35,"A: unspecified role, B: unspecified role",1,HTT
P0C739,0.35,"A: unspecified role, B: unspecified role",1,HTT
PHB2,0.35,"A: unspecified role, B: unspecified role",1,HTT
PABPC1,0.35,"A: unspecified role, B: unspecified role",1,HTT
RANBP1,0.35,"A: unspecified role, B: unspecified role",1,HTT
OGT,0.35,"A: unspecified role, B: unspecified role",1,HTT
RAB11A,0.35,"A: unspecified role, B: unspecified role",1,HTT
STIP1,0.35,"A: unspecified role, B: unspecified role",1,HTT
POLR2H,0.35,"A: unspecified role, B: unspecified role",1,HTT
Q6ZTQ7,0.35,"A: unspecified role, B: unspecified role",1,HTT
CNOT8,0.35,"A: unspecified role, B: unspecified role",1,HTT
PPP1R10,0.35,"A: unspecified role, B: unspecified role",1,HTT
PLP1,0.35,"A: unspecified role, B: unspecified role",1,HTT
RAC1,0.35,"A: unspecified role, B: unspecified role",1,HTT
NTM,0.35,"A: unspecified role, B: unspecified role",1,HTT
PSMD1,0.35,"A: unspecified role, B: unspecified role",1,HTT
ENSG00000290263,0.35,"A: unspecified role, B: unspecified role",1,HTT
SLC6A1,0.35,"A: unspecified role, B: unspecified role",1,HTT
LAMTOR5,0.35,"A: unspecified role, B: unspecified role",1,HTT
HSPA1B,0.35,"A: unspecified role, B: unspecified role",1,HTT
NEFL,0.35,"A: unspecified role, B: unspecified role",1,HTT
UQCRC1,0.35,"A: unspecified role, B: unspecified role",1,HTT
EEF1G,0.35,"A: unspecified role, B: unspecified role",1,HTT
DNAJB6,0.35,"A: unspecified role, B: unspecified role",1,HTT
CAD,0.35,"A: unspecified role, B: unspecified role",1,HTT
B7Z6Q5,0.35,"A: unspecified role, B: unspecified role",1,HTT
COX6B1,0.35,"A: unspecified role, B: unspecified role",1,HTT
LSM12,0.35,"A: unspecified role, B: unspecified role",1,HTT
ALDOC,0.35,"A: unspecified role, B: unspecified role",1,HTT
NEGR1,0.35,"A: unspecified role, B: unspecified role",1,HTT
CSNK2A1,0.35,"A: unspecified role, B: unspecified role",1,HTT
SNX21,0.35,"A: unspecified role, B: unspecified role",1,HTT
PSMD6,0.35,"A: unspecified role, B: unspecified role",1,HTT
SNAP25,0.35,"A: unspecified role, B: unspecified role",1,HTT
NRBP1,0.35,"A: unspecified role, B: unspecified role",1,HTT
HUWE1,0.35,"A: unspecified role, B: unspecified role",1,HTT
ACTBL2,0.35,"A: unspecified role, B: unspecified role",1,HTT
LSAMP,0.35,"A: unspecified role, B: unspecified role",1,HTT
PARD3,0.35,"A: unspecified role, B: unspecified role",1,HTT
CARM1,0.35,"A: unspecified role, B: unspecified role",1,HTT
DIRAS2,0.35,"A: unspecified role, B: unspecified role",1,HTT
UQCRH,0.35,"A: unspecified role, B: unspecified role",1,HTT
PABPC4,0.35,"A: unspecified role, B: unspecified role",1,HTT
NDUFV1,0.35,"A: unspecified role, B: unspecified role",1,HTT
MT-CO2,0.35,"A: unspecified role, B: unspecified role",2,HTT
LSM5,0.35,"A: unspecified role, B: unspecified role",1,HTT
WDR82,0.35,"A: unspecified role, B: unspecified role",1,HTT
PSMD13,0.35,"A: unspecified role, B: unspecified role",1,HTT
SEC13,0.35,"A: unspecified role, B: unspecified role",1,HTT
CNOT3,0.35,"A: unspecified role, B: unspecified role",1,HTT
RAPGEF2,0.35,"A: unspecified role, B: unspecified role",1,HTT
SRP9,0.35,"A: unspecified role, B: unspecified role",1,HTT
CLTC,0.35,"A: unspecified role, B: unspecified role",2,HTT
COMMD4,0.35,"A: unspecified role, B: unspecified role",1,HTT
SEPTIN7,0.35,"A: unspecified role, B: unspecified role",1,HTT
BAG6,0.35,"A: unspecified role, B: unspecified role",1,HTT
BAG2,0.35,"A: unspecified role, B: unspecified role",2,HTT
EPPK1,0.35,"A: unspecified role, B: unspecified role",1,HTT
COX5A,0.35,"A: unspecified role, B: unspecified role",1,HTT
MORC3,0.35,"A: unspecified role, B: unspecified role",1,HTT
ATG16L1,0.35,"A: unspecified role, B: unspecified role",1,HTT
ALDOA,0.35,"A: unspecified role, B: unspecified role",1,HTT
STX1B,0.35,"A: unspecified role, B: unspecified role",1,HTT
SIRPA,0.35,"A: unspecified role, B: unspecified role",1,HTT
NPTN,0.35,"A: unspecified role, B: unspecified role",1,HTT
P03220,0.35,"A: unspecified role, B: unspecified role",1,HTT
BAG3,0.35,"A: unspecified role, B: unspecified role",1,HTT
KDM1A,0.35,"A: unspecified role, B: unspecified role",1,HTT
COMMD3,0.35,"A: unspecified role, B: unspecified role",1,HTT
LLGL1,0.35,"A: unspecified role, B: unspecified role",1,HTT
HGS,0.35,"A: unspecified role, B: unspecified role",1,HTT
NEFM,0.35,"A: unspecified role, B: unspecified role",1,HTT
EPB41,0.35,"A: unspecified role, B: unspecified role",1,HTT
PPP6C,0.35,"A: unspecified role, B: unspecified role",1,HTT
RAB30,0.35,"A: unspecified role, B: unspecified role",1,HTT
RBM25,0.35,"A: unspecified role, B: unspecified role",1,HTT
STX1A,0.35,"A: unspecified role, B: unspecified role",1,HTT
IFT25,0.35,"A: unspecified role, B: unspecified role",1,HTT
KPNB1,0.35,"A: unspecified role, B: unspecified role",1,HTT
IPO9,0.35,"A: unspecified role, B: unspecified role",1,HTT
C5AR2,0.35,"A: unspecified role, B: unspecified role",1,HTT
EIF3B,0.35,"A: unspecified role, B: unspecified role",1,HTT
P0DTC7,0.35,"A: unspecified role, B: unspecified role",1,HTT
CA4,0.35,"A: unspecified role, B: unspecified role",1,HTT
WDR45,0.35,"A: unspecified role, B: unspecified role",1,HTT
DNAJA2,0.35,"A: unspecified role, B: unspecified role",1,HTT
UBL4A,0.35,"A: unspecified role, B: unspecified role",1,HTT
LDHAL6A,0.35,"A: unspecified role, B: unspecified role",1,HTT
KDM5B,0.35,"A: unspecified role, B: unspecified role",1,HTT
SLC25A12,0.35,"A: unspecified role, B: unspecified role",1,HTT
DHX30,0.35,"A: unspecified role, B: unspecified role",1,HTT
MPP1,0.35,"A: unspecified role, B: unspecified role",1,HTT
NDUFS1,0.35,"A: unspecified role, B: unspecified role",1,HTT
KIF23,0.35,"A: unspecified role, B: unspecified role",1,HTT
GEMIN7,0.35,"A: unspecified role, B: unspecified role",1,HTT
GNAZ,0.35,"A: unspecified role, B: unspecified role",1,HTT
TPP1,0.35,"A: unspecified role, B: unspecified role",1,HTT
HAUS3,0.35,"A: unspecified role, B: unspecified role",1,HTT
DPYSL2,0.35,"A: unspecified role, B: unspecified role",1,HTT
HNRNPM,0.35,"A: unspecified role, B: unspecified role",1,HTT
COMMD1,0.35,"A: unspecified role, B: unspecified role",1,HTT
BASP1,0.35,"A: unspecified role, B: unspecified role",2,HTT
VDAC3,0.35,"A: unspecified role, B: unspecified role",1,HTT
ACTR3,0.35,"A: unspecified role, B: unspecified role",1,HTT
HSPB1,0.35,"A: unspecified role, B: unspecified role",2,HTT
CNTN1,0.35,"A: unspecified role, B: unspecified role",2,HTT
SUMO2,0.35,"A: unspecified role, B: unspecified role",1,HTT
SKP1,0.35,"A: unspecified role, B: unspecified role",1,HTT
AKAP8L,0.27,"A: unspecified role, B: unspecified role",1,HTT
MLF2,0.4,"A: unspecified role, B: unspecified role",1,LIG1
H1-2,0.4,"A: unspecified role, B: unspecified role",1,LIG1
MLF1,0.4,"A: unspecified role, B: unspecified role",1,LIG1
TUBB4A,0.37,"A: unspecified role, B: unspecified role",1,LIG1
INPP1,0.37,"A: unspecified role, B: unspecified role",1,LIG1
RGS2,0.37,"A: unspecified role, B: unspecified role",1,LIG1
HSPB1,0.37,"A: unspecified role, B: unspecified role",2,LIG1
RNF166,0.35,"A: unspecified role, B: unspecified role",1,LIG1
AURKA,0.35,"A: unspecified role, B: unspecified role",1,LIG1
PMS2,0.96,"A: unspecified role, B: unspecified role",22,MLH1
MYOG,0.89,"A: unspecified role, B: unspecified role",12,MLH1
